480,10,5,16
0.741093233112408,-0.9525563442312233,-0.36637446461857137,-0.4341325018090394,0.4281706184469558
0.8536100245209794,0.7652791052353731,0.4720184834457326,-0.49194654040528185,-0.5685232585337896
0.9070727305245612,-0.16840887242658775,-0.5294402600335495,-0.7186779001696695,-0.3807068856484126
0.9434299657915228,0.2766144781413655,0.5077875293134542,0.014081867028488348,-0.08204817049493629
-0.8342227431113751,0.30507054621069707,0.3481752619404743,0.7629360983919717,-0.9979661766922729
0.5357212972869108,0.006707381372909049,-0.32660702446541867,-0.1981189830222052,0.9659985317629933
0.08835188265083849,-0.2910162443479982,-0.6038276199586463,0.8313963835711196,0.521384113455315
-0.16951911328303537,0.6805273693145404,-0.509629798352522,-0.9072889634331602,0.5836713996564236
-0.2909091081351025,-0.26858119346788367,-0.0566124285336278,0.9588238936729327,-0.6544621755595117
0.40010040758880594,-0.5390682681543191,0.9404903858540943,-0.3420392330715889,-0.7493305848028775
0.14064411009911248,-0.32547080612791657,0.316302029100068,0.7701310988024739,0.38685637694842456
-0.9802402788641005,-0.18461064172493558,-0.5947799317169566,-0.4726290081558213,0.6545085479805519
0.8559134629595113,-0.06494625103192941,-0.08291278278226799,0.1636317956991733,0.20679773486055608
-0.24330489681729772,0.7696716786658422,-0.4227291473811394,0.6200376849054372,0.9088537298993895
0.22203813582343135,-0.23598160578321337,-0.5376655952961993,-0.21425467270080678,-0.4113713392444469
0.40760071584631397,-0.23072429057909916,0.898159646375192,0.516541497430544,-0.10181667560890562
-0.23336989158199617,0.37805306206163025,-0.03558659430116107,-0.5843427892193238,-0.5945907589119557
-0.4455884566231483,0.6065657493416898,0.28110953877333733,-0.6337207438564814,0.2508469993128035
-0.9333015153401207,0.24622278008783405,-0.8148245143405533,-0.9243990778896349,-0.815073421342736
-0.8339470366629429,-0.9516186378618889,-0.4716097788389402,0.7270917214118415,-0.8466684081689744
0.6957314988606818,-0.39079357127891345,-0.5943724613171415,0.008264543837167349,0.8346785740791509
-0.7434777262590371,-0.36133911589687506,-0.811029718200456,-0.9428365471288946,0.7883318606012197
0.6416285387394398,0.014539852178967694,-0.1289316756076786,-0.44553956887653245,-0.4086694034868572
-0.7280732371290166,-0.5432819988617605,-0.8064685285253206,0.6296170416749571,-0.2718958301498977
0.9849961211370821,0.2936395585550633,0.8368296750359634,0.6210721678153319,-0.9334431069962299
0.6379259295768924,0.1697650239255335,0.2067716216662927,0.2673206148284877,0.24759677505292843
0.2742656453378849,-0.34160700502471,0.23409831804998227,-0.030593977452763266,-0.9534867991485123
0.5274499627834397,-0.7232112129098984,0.22755319920300998,0.9170438641307581,-0.26490802592219653
-0.35267622288545386,0.629470087214064,0.24249867734633357,0.9763049055660065,0.5892617534336035
-0.3564804914242299,0.9651473700072448,-0.3265178156207318,0.18894813704655777,0.5018524032483698
0.8408227573340883,0.77214524630919,0.6345612166566672,-0.9297918917248118,-0.9190087078632634
-0.22942604902068076,-0.5751188694967653,-0.11976893106753517,0.6595844713364636,-0.15279619154826585
0.3789754061632271,0.47475858905895496,-0.7380964208333101,0.13305237880439935,-0.6885849920236622
0.16465398852138624,-0.7383459459450474,0.11073722414790144,0.30005988016002494,-0.08783779888260779
-0.37175860146684325,0.9299652632396964,0.07970562282393812,-0.24109811981449059,0.5279513307786137
0.3350698516917687,0.7151908419276787,-0.6356837417291166,0.5274512601529078,-0.9636444255634573
-0.9363639735422595,-0.9674174778066915,0.5867235741884744,-0.781974411510246,-0.9568017480695048
-0.25737127023889483,0.13672350381243437,0.633308490983832,0.5166866460452813,0.49212633911791404
0.968210710976086,0.2724694686100144,0.6494416546196073,0.6578569618326999,0.5578215170653742
-0.3225955736293582,0.9393444681599679,-0.565015758788395,0.9004016636295122,0.5782419761584514
0.7796067199705812,0.010433606866442569,-0.802016952589939,0.861822518759942,0.5636813627124162
-0.09831950072319806,0.8142171523637334,-0.627140607677771,-0.5572224612219117,0.5040108234359653
-0.7710727344526618,-0.6169546167586042,0.5434058220452813,-0.3260444545854111,-0.4659405885586134
0.8170039031002183,-0.3038018555962627,0.9964028728447258,0.3151569041843234,0.08038407762191135
0.7954812876481838,-0.18328412065544875,0.8437722120371536,-0.5771210011781602,-0.9140550861258279
-0.3265500563470245,-0.47264533175980783,0.9061698054833742,-0.17836612733554325,0.9047001353394919
-0.44580234607708946,0.8100175558303464,-0.22222184230678232,0.9338199092973403,-0.9978073435859462
-0.7676295661038237,0.879247976556264,0.7125472748606874,0.7896456508560961,-0.9549117476840925
-0.7645656512661894,0.6895201292199664,0.8169750104946798,-0.930689644555772,-0.3428654223141461
0.4119156803250976,-0.5452438796313648,-0.4844750095806245,-0.06918802831159754,0.6693303275943974
-0.13214442524875958,0.5988701150010447,-0.20018541748890928,0.5943782209533823,-0.8370280296373445
-0.9893007338987294,-0.8893182919118294,0.7572857464638814,0.9761659111787939,0.7949353617583383
0.4710576433308906,-0.9298129714722492,0.6954474366627139,0.050962978531911896,0.34621684397982166
-0.9452243112769914,-0.17782775445787125,0.9788853205210537,0.3634881118908877,-0.22682953116221505
0.7709755766093314,0.2822469274890047,0.70610587941122,0.7532980091996111,0.5373076479195622
0.00833887360585539,-0.2995230834927949,-0.17952700575832514,0.3093707216547599,0.03714582441438652
-0.34098798827682786,0.7862290494671016,-0.1258803720914794,0.2296009964186294,-0.10246802808334676
0.9544431197101484,-0.9267806838272812,0.8030166224015025,-0.9393647385003203,0.31781430031223623
0.33695499354555936,0.8387461140496111,0.5388922322137573,-0.8125983894975521,0.05305603195032682
-0.1237071688023268,-0.5997288873657767,0.4487563794259406,0.38119742061393036,-0.8834915599399742
-0.5649107387538865,0.5987140396535562,0.6944361310673155,0.25367508808875816,-0.6608293312570643
0.73226977920015,0.467773614354132,-0.5644229456700249,-0.440230712586819,0.1857707966235307
0.28910350713106414,-0.4424772290108758,0.9172785276184139,-0.5713620042441583,-0.061657309061487364
