480,10,5,16
-0.6300530417044685,0.2901113379953959,0.9218775478159551,0.43980351189295974,0.2964519850870815
-0.5678939167207346,-0.7705687076599772,-0.8621953257978632,-0.1447075692527522,0.9512509175813046
-0.649681963268669,-0.5935558702261319,-0.4455200384153337,-0.36331716422491955,0.7941842874972831
0.5098102683930203,-0.12864643146844212,-0.5411309883801867,0.6081712059322526,0.21035199468911725
0.13943030536077705,-0.31851769056223045,0.1983295547724757,0.8536374145467525,0.27050677712752336
-0.3241655930477614,0.6029933980666029,-0.07291423859246127,-0.38042094988929476,-0.2803920562892366
0.3435920332429294,-0.5422994460219313,0.09374877342747667,0.018969726386094843,-0.6671263491762187
0.1891450013874103,0.6918211759049677,-0.0014537777961196596,0.9426389381665279,-0.8381238014672963
0.17129989791414735,-0.8974460002325164,0.10597495645981314,-0.06874464033058691,0.11690446013168643
-0.5987059720832981,-0.007048062651609621,-0.27452176845092735,0.7051634320955142,-0.7923289415975674
-0.8681219603552823,0.2868655097157389,-0.15082789841534994,0.1805137321247503,0.9279572059274801
0.8268413287144183,0.924902763803185,-0.5337474721980975,-0.4198447074117275,-0.3617434665885746
-0.39749786255659747,0.47998290338583627,0.46370864224145936,0.9434941348288133,0.7391107354921642
-0.2281581240564976,0.7895331312381664,0.6929346551250226,0.12323395929817305,-0.06664215608747148
0.6339328277215159,0.09516315124236407,-0.3404854617946669,0.27126249304346617,0.7266907148011843
0.4824218548098511,-0.39362106700968735,-0.37632042285243794,0.1259871521669449,0.65748821800261
0.8768329501450787,0.3060160342939491,-0.5731372089625526,0.48768462620758357,0.70642060046141
0.09580310630879896,0.848387095082414,0.9005131569779896,0.7189825679917106,-0.8246214754460457
0.7428137864608466,0.791595092794328,-0.9575185012433602,-0.09402666796435555,-0.07490284035413386
-0.4709114331528328,-0.9795715664324902,-0.2521388743335524,-0.4297914056402663,0.10059855265952744
-0.8524758171431879,0.5034068375899918,0.4004809562642535,0.7607987583804152,-0.8260583266584431
